2024-04-22 22:27, nodata
2024-04-22 22:09, success
2024-04-22 21:50, success
2024-04-22 21:39, success
2024-04-22 21:27, success
2024-04-22 21:16, nodata
2024-04-22 20:59, success
2024-04-22 20:48, success
2024-04-22 20:36, success
2024-04-22 20:24, success
2024-04-22 20:10, success
2024-04-22 19:51, success
2024-04-22 19:40, success
2024-04-22 19:28, success
2024-04-22 19:17, success
2024-04-22 19:02, success
2024-04-22 18:49, success
2024-04-22 18:38, success
2024-04-22 18:27, success
2024-04-22 18:13, nodata
2024-04-22 17:52, success
2024-04-22 17:41, success
2024-04-22 17:29, success
2024-04-22 17:18, nodata
2024-04-22 17:00, success
2024-04-22 16:49, success
2024-04-22 16:37, success
2024-04-22 16:24, nodata
2024-04-22 16:00, success
2024-04-22 15:48, success
2024-04-22 15:37, success
2024-04-22 15:25, success
2024-04-22 15:11, nodata
2024-04-22 14:52, success
2024-04-22 14:41, success
2024-04-22 14:29, success
2024-04-22 14:16, nodata
2024-04-22 13:56, success
2024-04-22 13:44, success
2024-04-22 13:33, success
2024-04-22 13:21, nodata
2024-04-22 12:58, success
2024-04-22 12:43, nodata
2024-04-22 12:12, nodata
2024-04-22 11:49, success
2024-04-22 11:38, success
2024-04-22 11:26, success
2024-04-22 11:15, nodata
2024-04-22 10:57, success
2024-04-22 10:45, success
2024-04-22 10:34, success
2024-04-22 10:19, nodata
2024-04-22 09:56, success
2024-04-22 09:44, success
2024-04-22 09:33, success
2024-04-22 09:21, nodata
2024-04-22 09:00, success
2024-04-22 08:48, success
2024-04-22 08:37, success
2024-04-22 08:24, nodata
2024-04-22 07:56, success
2024-04-22 07:45, success
2024-04-22 07:34, success
2024-04-22 07:22, success
2024-04-22 07:09, success
2024-04-22 06:51, success
2024-04-22 06:39, success
2024-04-22 06:28, nodata
2024-04-22 06:07, success
2024-04-22 05:49, success
2024-04-22 05:37, success
2024-04-22 05:26, nodata
2024-04-22 05:06, success
2024-04-22 04:49, success
2024-04-22 04:38, success
2024-04-22 04:27, nodata
2024-04-22 04:08, nodata
2024-04-22 03:50, success
2024-04-22 03:38, success
2024-04-22 03:26, success
2024-04-22 03:11, nodata
2024-04-22 02:52, success
2024-04-22 02:40, success
2024-04-22 02:28, nodata
2024-04-22 01:57, nodata
2024-04-22 00:57, nodata
2024-04-21 23:53, success
2024-04-21 23:42, success
2024-04-21 23:30, success
2024-04-21 23:19, nodata
2024-04-21 23:00, success
2024-04-21 22:49, success
2024-04-21 22:37, success
2024-04-21 22:26, nodata
2024-04-21 22:07, success
2024-04-21 21:50, success
2024-04-21 21:39, success
2024-04-21 21:27, success
2024-04-21 21:16, nodata
2024-04-21 20:59, success
2024-04-21 20:48, success
2024-04-21 20:37, success
2024-04-21 20:25, nodata
2024-04-21 20:08, success
2024-04-21 19:50, success
2024-04-21 19:39, success
2024-04-21 19:28, nodata
2024-04-21 19:16, success
2024-04-21 19:02, success
2024-04-21 18:49, success
2024-04-21 18:38, success
2024-04-21 18:27, success
2024-04-21 18:09, nodata
2024-04-21 17:50, success
2024-04-21 17:38, success
2024-04-21 17:27, nodata
2024-04-21 17:11, nodata
2024-04-21 16:53, success
2024-04-21 16:42, success
2024-04-21 16:31, success
2024-04-21 16:14, nodata
2024-04-21 15:52, success
2024-04-21 15:41, success
2024-04-21 15:29, success
2024-04-21 15:18, nodata
2024-04-21 14:59, success
2024-04-21 14:48, success
2024-04-21 14:37, success
2024-04-21 14:25, success
2024-04-21 14:11, nodata
2024-04-21 13:53, success
2024-04-21 13:42, success
2024-04-21 13:31, success
2024-04-21 13:19, nodata
2024-04-21 12:58, success
2024-04-21 12:45, nodata
2024-04-21 12:22, nodata
2024-04-21 11:53, success
2024-04-21 11:42, success
2024-04-21 11:30, success
2024-04-21 11:19, success
2024-04-21 11:08, nodata
2024-04-21 10:52, success
2024-04-21 10:40, success
2024-04-21 10:29, success
2024-04-21 10:18, nodata
2024-04-21 09:57, success
2024-04-21 09:45, success
2024-04-21 09:34, success
2024-04-21 09:22, nodata
2024-04-21 09:04, success
2024-04-21 08:49, success
2024-04-21 08:38, success
2024-04-21 08:26, nodata
2024-04-21 08:11, success
2024-04-21 07:51, success
2024-04-21 07:40, success
2024-04-21 07:28, success
2024-04-21 07:17, nodata
2024-04-21 06:59, success
2024-04-21 06:48, success
2024-04-21 06:36, success
2024-04-21 06:24, nodata
2024-04-21 05:59, success
2024-04-21 05:47, success
2024-04-21 05:36, success
2024-04-21 05:24, nodata
2024-04-21 05:05, success
2024-04-21 04:49, success
2024-04-21 04:38, success
2024-04-21 04:27, nodata
2024-04-21 04:02, success
2024-04-21 03:49, success
2024-04-21 03:37, success
2024-04-21 03:25, success
2024-04-21 03:11, nodata
2024-04-21 02:52, success
2024-04-21 02:41, success
2024-04-21 02:30, success
2024-04-21 02:03, nodata
2024-04-21 01:10, nodata
2024-04-20 23:55, success
2024-04-20 23:43, success
2024-04-20 23:32, success
2024-04-20 23:20, success
2024-04-20 23:07, success
2024-04-20 22:51, success
2024-04-20 22:39, success
2024-04-20 22:28, success
2024-04-20 22:16, nodata
2024-04-20 21:56, success
2024-04-20 21:45, success
2024-04-20 21:34, success
2024-04-20 21:21, success
2024-04-20 21:10, nodata
2024-04-20 20:53, success
2024-04-20 20:41, success
2024-04-20 20:30, success
2024-04-20 20:19, nodata
2024-04-20 20:00, success
2024-04-20 19:48, success
2024-04-20 19:37, success
2024-04-20 19:26, success
2024-04-20 19:14, nodata
2024-04-20 18:58, success
2024-04-20 18:46, success
2024-04-20 18:35, success
2024-04-20 18:23, nodata
2024-04-20 18:00, success
2024-04-20 17:48, success
2024-04-20 17:37, success
2024-04-20 17:26, nodata
2024-04-20 17:08, success
2024-04-20 16:52, success
2024-04-20 16:41, success
2024-04-20 16:29, nodata
2024-04-20 16:12, success
2024-04-20 15:52, success
2024-04-20 15:40, success
2024-04-20 15:29, success
2024-04-20 15:18, nodata
2024-04-20 14:58, success
2024-04-20 14:47, success
2024-04-20 14:36, success
2024-04-20 14:24, success
2024-04-20 14:10, nodata
2024-04-20 13:53, success
2024-04-20 13:42, success
2024-04-20 13:31, success
2024-04-20 13:20, nodata
2024-04-20 12:58, success
2024-04-20 12:46, success
2024-04-20 12:26, nodata
2024-04-20 11:55, success
2024-04-20 11:43, success
2024-04-20 11:32, success
2024-04-20 11:20, success
2024-04-20 11:09, success
2024-04-20 10:53, success
2024-04-20 10:42, success
2024-04-20 10:30, nodata
2024-04-20 10:13, success
2024-04-20 09:53, success
2024-04-20 09:42, success
2024-04-20 09:31, success
2024-04-20 09:19, success
2024-04-20 09:06, success
2024-04-20 08:50, success
2024-04-20 08:38, success
2024-04-20 08:27, success
2024-04-20 08:12, nodata
2024-04-20 07:52, success
2024-04-20 07:41, success
2024-04-20 07:30, success
2024-04-20 07:19, success
2024-04-20 07:07, success
2024-04-20 06:50, success
2024-04-20 06:39, success
2024-04-20 06:28, nodata
2024-04-20 06:07, success
2024-04-20 05:49, success
2024-04-20 05:38, success
2024-04-20 05:26, success
2024-04-20 05:12, nodata
2024-04-20 04:53, success
2024-04-20 04:42, success
2024-04-20 04:30, success
2024-04-20 04:18, nodata
2024-04-20 03:54, success
2024-04-20 03:43, success
2024-04-20 03:32, success
2024-04-20 03:20, nodata
2024-04-20 02:59, success
2024-04-20 02:47, success
2024-04-20 02:36, success
2024-04-20 02:24, nodata
2024-04-20 01:58, nodata
2024-04-20 01:11, nodata
2024-04-19 23:55, success
2024-04-19 23:44, success
2024-04-19 23:32, success
2024-04-19 23:21, nodata
2024-04-19 22:59, success
2024-04-19 22:48, success
